policy_id,collection_date,insurer,premium_amount,payment_mode,policy_duration,policy_type,customer_age,region,renewal_status,collection_month,premium_outlier_flag,duration_bucket,renewal_flag
POL0071884,2023-10-09,ICICI Prudential,177808100,Quarterly,15,Whole Life,42,South,Lapsed,2023-10,0,11-15 Years,0
POL0062115,2023-10-09,ICICI Prudential,182450200,Monthly,25,Term Life,52,South,Renewed,2023-10,0,21-25 Years,1
POL0068163,2023-10-09,ICICI Prudential,331280600,Monthly,15,Whole Life,64,West,Renewed,2023-10,1,11-15 Years,1
POL0060384,2023-10-09,SBI Life,189620800,Quarterly,15,Whole Life,37,Northeast,Renewed,2023-10,0,11-15 Years,1
POL0073745,2023-10-09,LIC,241669500,Half-yearly,15,ULIP,39,South,Renewed,2023-10,0,11-15 Years,1
POL0073306,2023-10-09,LIC,228179600,Monthly,10,Whole Life,51,West,Renewed,2023-10,0,5-10 Years,1
POL0056188,2023-10-09,Max Life,220181400,Monthly,5,ULIP,52,North,Renewed,2023-10,0,5-10 Years,1
POL0054443,2023-10-09,HDFC Life,214924300,Quarterly,15,Whole Life,44,West,Renewed,2023-10,0,11-15 Years,1
POL0064749,2023-10-09,LIC,76071400,Monthly,25,Term Life,29,Central,Lapsed,2023-10,0,21-25 Years,0
POL0064745,2023-10-09,Aditya Birla Sun Life,151071800,Half-yearly,15,Term Life,49,South,Lapsed,2023-10,0,11-15 Years,0
POL0068892,2023-10-09,HDFC Life,160654100,Quarterly,10,Endowment,22,Central,Lapsed,2023-10,0,5-10 Years,0
POL0068081,2023-10-09,Tata AIA,237945800,Quarterly,5,Whole Life,52,East,Renewed,2023-10,0,5-10 Years,1
POL0069033,2023-10-09,Bajaj Allianz,133735100,Quarterly,20,Term Life,33,North,Renewed,2023-10,0,16-20 Years,1
POL0051497,2023-10-09,LIC,208454100,Annual,10,Whole Life,51,North,Renewed,2023-10,0,5-10 Years,1
POL0065874,2023-10-09,LIC,220308100,Quarterly,15,Endowment,37,Central,Renewed,2023-10,0,11-15 Years,1
POL0074360,2023-10-09,LIC,185532600,Monthly,15,Money Back,44,Northeast,Renewed,2023-10,0,11-15 Years,1
POL0050308,2023-10-09,LIC,184832000,Monthly,20,Term Life,55,South,Renewed,2023-10,0,16-20 Years,1
POL0050354,2023-10-09,Aditya Birla Sun Life,156893700,Monthly,20,Term Life,41,East,Renewed,2023-10,0,16-20 Years,1
POL0068280,2023-10-09,Tata AIA,221002200,Monthly,20,Money Back,51,South,Renewed,2023-10,0,16-20 Years,1
POL0061373,2023-10-09,LIC,196523000,Quarterly,20,Endowment,22,North,Renewed,2023-10,0,16-20 Years,1
POL0051248,2023-10-09,LIC,269436300,Annual,10,ULIP,41,North,Renewed,2023-10,0,5-10 Years,1
POL0073177,2023-10-09,LIC,271627600,Monthly,20,Whole Life,45,Northeast,Renewed,2023-10,0,16-20 Years,1
POL0063664,2023-10-09,Max Life,200986500,Quarterly,5,Whole Life,31,Central,Renewed,2023-10,0,5-10 Years,1
POL0055359,2023-10-09,LIC,166063500,Monthly,10,Money Back,58,West,Renewed,2023-10,0,5-10 Years,1
POL0056065,2023-10-09,LIC,237910400,Half-yearly,5,ULIP,55,West,Renewed,2023-10,0,5-10 Years,1
POL0061192,2023-10-09,LIC,256125300,Annual,15,Whole Life,50,Central,Renewed,2023-10,0,11-15 Years,1
POL0063681,2023-10-09,LIC,76464300,Quarterly,15,Term Life,25,West,Renewed,2023-10,0,11-15 Years,1
POL0067650,2023-10-09,LIC,132504200,Half-yearly,5,Endowment,35,East,Renewed,2023-10,0,5-10 Years,1
POL0053900,2023-10-09,LIC,184022300,Half-yearly,15,ULIP,39,East,Lapsed,2023-10,0,11-15 Years,0
POL0055514,2023-10-09,LIC,166022200,Annual,20,Term Life,47,South,Renewed,2023-10,0,16-20 Years,1
POL0056823,2023-10-09,LIC,191011500,Annual,20,Money Back,29,South,Renewed,2023-10,0,16-20 Years,1
POL0063689,2023-10-09,ICICI Prudential,67862600,Monthly,5,Term Life,18,Northeast,Lapsed,2023-10,0,5-10 Years,0
POL0074709,2023-10-09,LIC,148770000,Annual,5,Money Back,27,East,Renewed,2023-10,0,5-10 Years,1
POL0066981,2023-10-09,LIC,86556900,Quarterly,10,Endowment,21,South,Renewed,2023-10,0,5-10 Years,1
POL0069906,2023-10-09,LIC,76842100,Quarterly,10,Term Life,27,East,Renewed,2023-10,0,5-10 Years,1
POL0069791,2023-10-09,ICICI Prudential,287890400,Annual,15,Endowment,45,East,Renewed,2023-10,0,11-15 Years,1
POL0050943,2023-10-09,LIC,144079400,Half-yearly,20,Term Life,42,Central,Lapsed,2023-10,0,16-20 Years,0
POL0057080,2023-10-09,LIC,171789000,Annual,20,Term Life,32,Central,Renewed,2023-10,0,16-20 Years,1
POL0069904,2023-10-09,LIC,93211200,Quarterly,10,Term Life,46,South,Renewed,2023-10,0,5-10 Years,1
POL0057268,2023-10-09,HDFC Life,99726300,Annual,10,Money Back,18,North,Renewed,2023-10,0,5-10 Years,1
POL0050858,2023-10-09,Aditya Birla Sun Life,152109800,Monthly,25,Endowment,18,North,Renewed,2023-10,0,21-25 Years,1
POL0068372,2023-10-09,LIC,202312600,Monthly,20,Endowment,28,West,Lapsed,2023-10,0,16-20 Years,0
POL0074327,2023-10-09,LIC,59588200,Quarterly,15,Term Life,40,South,Lapsed,2023-10,0,11-15 Years,0
POL0051193,2023-10-09,LIC,146204600,Monthly,20,Money Back,35,North,Renewed,2023-10,0,16-20 Years,1
POL0053148,2023-10-09,HDFC Life,198841200,Monthly,15,Whole Life,32,West,Lapsed,2023-10,0,11-15 Years,0
POL0072632,2023-10-09,LIC,136508500,Half-yearly,20,ULIP,38,West,Renewed,2023-10,0,16-20 Years,1
POL0073377,2023-10-09,Tata AIA,213443800,Quarterly,5,Whole Life,56,Central,Renewed,2023-10,0,5-10 Years,1
POL0066716,2023-10-09,Max Life,141895000,Monthly,15,Money Back,32,Central,Renewed,2023-10,0,11-15 Years,1
POL0065420,2023-10-09,LIC,160777100,Monthly,20,Term Life,53,Central,Renewed,2023-10,0,16-20 Years,1
POL0053265,2023-10-09,Max Life,248875700,Quarterly,15,Endowment,60,East,Renewed,2023-10,0,11-15 Years,1
POL0066614,2023-10-09,Tata AIA,327530700,Annual,10,Whole Life,54,South,Renewed,2023-10,1,5-10 Years,1
POL0052543,2023-10-09,LIC,120939500,Monthly,5,Term Life,54,West,Renewed,2023-10,0,5-10 Years,1
POL0055193,2023-10-09,LIC,133366100,Monthly,15,ULIP,37,East,Renewed,2023-10,0,11-15 Years,1
POL0069755,2023-10-10,LIC,85164100,Half-yearly,10,Term Life,46,West,Renewed,2023-10,0,5-10 Years,1
POL0072241,2023-10-10,LIC,252349500,Half-yearly,15,Endowment,45,East,Renewed,2023-10,0,11-15 Years,1
POL0061437,2023-10-10,Max Life,260826000,Half-yearly,10,ULIP,39,South,Renewed,2023-10,0,5-10 Years,1
POL0069170,2023-10-10,LIC,217213600,Monthly,10,Whole Life,40,North,Renewed,2023-10,0,5-10 Years,1
POL0056367,2023-10-10,LIC,184968600,Monthly,15,Endowment,34,North,Renewed,2023-10,0,11-15 Years,1
POL0054878,2023-10-10,SBI Life,136154600,Half-yearly,10,Endowment,23,South,Renewed,2023-10,0,5-10 Years,1
POL0062976,2023-10-10,LIC,183158500,Quarterly,25,Endowment,51,South,Renewed,2023-10,0,21-25 Years,1
POL0061041,2023-10-10,LIC,138250700,Monthly,15,Endowment,48,North,Lapsed,2023-10,0,11-15 Years,0
POL0069393,2023-10-10,SBI Life,134380600,Quarterly,25,Term Life,38,West,Renewed,2023-10,0,21-25 Years,1
POL0051293,2023-10-10,LIC,200151800,Monthly,15,Whole Life,51,South,Renewed,2023-10,0,11-15 Years,1
POL0052403,2023-10-10,LIC,247677500,Quarterly,20,Money Back,68,East,Lapsed,2023-10,0,16-20 Years,0
POL0068811,2023-10-10,LIC,130620300,Annual,15,Term Life,34,East,Renewed,2023-10,0,11-15 Years,1
POL0056843,2023-10-10,LIC,295186700,Monthly,20,Endowment,52,South,Renewed,2023-10,0,16-20 Years,1
POL0071658,2023-10-10,Aditya Birla Sun Life,153627400,Monthly,10,Money Back,41,North,Renewed,2023-10,0,5-10 Years,1
POL0053424,2023-10-10,Max Life,149665100,Monthly,20,Money Back,45,West,Renewed,2023-10,0,16-20 Years,1
POL0051239,2023-10-10,Aditya Birla Sun Life,160170100,Quarterly,20,ULIP,30,North,Renewed,2023-10,0,16-20 Years,1
POL0074965,2023-10-10,LIC,246305800,Annual,20,Money Back,49,West,Renewed,2023-10,0,16-20 Years,1
POL0064818,2023-10-10,LIC,91402800,Monthly,10,Money Back,38,East,Renewed,2023-10,0,5-10 Years,1
POL0053780,2023-10-10,LIC,157114200,Annual,15,Money Back,40,Northeast,Renewed,2023-10,0,11-15 Years,1
POL0060578,2023-10-10,LIC,196892000,Annual,25,Endowment,18,East,Renewed,2023-10,0,21-25 Years,1
POL0055018,2023-10-10,Bajaj Allianz,217034500,Monthly,10,Whole Life,41,Northeast,Lapsed,2023-10,0,5-10 Years,0
POL0054951,2023-10-10,LIC,94493100,Monthly,20,Money Back,27,South,Renewed,2023-10,0,16-20 Years,1
POL0052171,2023-10-10,LIC,196991200,Annual,5,Endowment,39,Central,Renewed,2023-10,0,5-10 Years,1
POL0054216,2023-10-10,Aditya Birla Sun Life,194566600,Annual,5,Whole Life,41,North,Renewed,2023-10,0,5-10 Years,1
POL0058722,2023-10-10,LIC,129908200,Monthly,20,Money Back,29,Central,Lapsed,2023-10,0,16-20 Years,0
POL0062840,2023-10-10,Aditya Birla Sun Life,188797300,Quarterly,25,Term Life,50,East,Renewed,2023-10,0,21-25 Years,1
POL0058766,2023-10-10,LIC,76427400,Half-yearly,10,Term Life,27,South,Renewed,2023-10,0,5-10 Years,1
POL0060098,2023-10-10,ICICI Prudential,147956000,Monthly,5,Whole Life,61,South,Renewed,2023-10,0,5-10 Years,1
POL0065747,2023-10-10,LIC,149631100,Quarterly,20,Endowment,18,South,Renewed,2023-10,0,16-20 Years,1
POL0064130,2023-10-10,LIC,184396600,Monthly,20,Endowment,44,West,Renewed,2023-10,0,16-20 Years,1
POL0062267,2023-10-10,LIC,100515800,Monthly,20,Term Life,29,Northeast,Renewed,2023-10,0,16-20 Years,1
POL0059375,2023-10-10,Max Life,421437500,Quarterly,25,Whole Life,60,West,Renewed,2023-10,1,21-25 Years,1
POL0057239,2023-10-10,Bajaj Allianz,199272800,Annual,5,Endowment,49,East,Renewed,2023-10,0,5-10 Years,1
POL0073768,2023-10-10,ICICI Prudential,215330800,Annual,15,Money Back,42,West,Renewed,2023-10,0,11-15 Years,1
POL0073750,2023-10-10,Aditya Birla Sun Life,76925200,Monthly,5,Term Life,36,South,Renewed,2023-10,0,5-10 Years,1
POL0057600,2023-10-10,LIC,82373800,Quarterly,20,Term Life,39,North,Renewed,2023-10,0,16-20 Years,1
POL0066120,2023-10-10,LIC,213612900,Monthly,10,Endowment,44,Central,Renewed,2023-10,0,5-10 Years,1
POL0052761,2023-10-10,SBI Life,116679800,Annual,10,Money Back,18,North,Renewed,2023-10,0,5-10 Years,1
POL0068013,2023-10-10,LIC,117924700,Monthly,15,Endowment,29,Central,Renewed,2023-10,0,11-15 Years,1
POL0054622,2023-10-10,LIC,103925600,Monthly,20,Term Life,29,West,Renewed,2023-10,0,16-20 Years,1
POL0060470,2023-10-10,LIC,78733800,Monthly,5,Term Life,31,Central,Renewed,2023-10,0,5-10 Years,1
POL0069993,2023-10-10,ICICI Prudential,213576900,Half-yearly,20,Term Life,66,East,Renewed,2023-10,0,16-20 Years,1
POL0066513,2023-10-10,LIC,158588600,Monthly,20,Money Back,53,Northeast,Renewed,2023-10,0,16-20 Years,1
POL0062058,2023-10-10,LIC,156368800,Monthly,10,Money Back,43,Central,Renewed,2023-10,0,5-10 Years,1
POL0056029,2023-10-10,HDFC Life,147364000,Monthly,25,Term Life,41,Northeast,Renewed,2023-10,0,21-25 Years,1
POL0071955,2023-10-10,SBI Life,167422000,Annual,10,Endowment,32,South,Renewed,2023-10,0,5-10 Years,1
POL0058672,2023-10-10,SBI Life,90810700,Monthly,10,Term Life,32,East,Renewed,2023-10,0,5-10 Years,1
POL0061240,2023-10-10,LIC,202875700,Monthly,25,Endowment,26,West,Renewed,2023-10,0,21-25 Years,1
POL0064735,2023-10-10,LIC,227148700,Annual,5,Endowment,49,East,Renewed,2023-10,0,5-10 Years,1
POL0069507,2023-10-10,HDFC Life,216456500,Monthly,15,ULIP,43,East,Renewed,2023-10,0,11-15 Years,1
POL0073416,2023-10-10,LIC,137050200,Quarterly,10,Term Life,31,North,Renewed,2023-10,0,5-10 Years,1
POL0057824,2023-10-10,LIC,190504500,Monthly,10,Endowment,48,North,Renewed,2023-10,0,5-10 Years,1
POL0069255,2023-10-10,LIC,134327500,Quarterly,15,Term Life,54,West,Renewed,2023-10,0,11-15 Years,1
POL0064783,2023-10-10,LIC,206220200,Annual,20,Endowment,32,East,Renewed,2023-10,0,16-20 Years,1
POL0052790,2023-10-10,LIC,224886500,Annual,15,Money Back,44,West,Renewed,2023-10,0,11-15 Years,1
POL0074895,2023-10-10,LIC,150874200,Annual,15,Money Back,31,West,Renewed,2023-10,0,11-15 Years,1
POL0051078,2023-10-10,SBI Life,261318400,Annual,15,ULIP,49,South,Lapsed,2023-10,0,11-15 Years,0
POL0069991,2023-10-10,SBI Life,190493500,Monthly,20,Endowment,18,West,Lapsed,2023-10,0,16-20 Years,0
POL0069899,2023-10-10,LIC,198887900,Quarterly,5,ULIP,44,East,Renewed,2023-10,0,5-10 Years,1
POL0057418,2023-10-10,LIC,210202500,Monthly,20,Endowment,57,North,Renewed,2023-10,0,16-20 Years,1
POL0050585,2023-10-10,LIC,145420900,Monthly,10,Term Life,59,South,Renewed,2023-10,0,5-10 Years,1
POL0073769,2023-10-10,Bajaj Allianz,167103600,Monthly,10,Endowment,40,East,Renewed,2023-10,0,5-10 Years,1
POL0065187,2023-10-10,LIC,127119800,Monthly,20,Term Life,44,West,Lapsed,2023-10,0,16-20 Years,0
POL0058690,2023-10-10,LIC,195910100,Annual,15,ULIP,68,South,Renewed,2023-10,0,11-15 Years,1
POL0069538,2023-10-10,LIC,100789000,Half-yearly,20,Term Life,40,East,Renewed,2023-10,0,16-20 Years,1
POL0070057,2023-10-10,LIC,128176300,Annual,10,Term Life,40,South,Renewed,2023-10,0,5-10 Years,1
POL0062355,2023-10-11,LIC,235952900,Monthly,15,Endowment,48,South,Renewed,2023-10,0,11-15 Years,1
POL0059519,2023-10-11,LIC,235285500,Quarterly,20,Whole Life,52,East,Renewed,2023-10,0,16-20 Years,1
POL0070253,2023-10-11,LIC,127640500,Monthly,20,Term Life,43,East,Renewed,2023-10,0,16-20 Years,1
POL0063132,2023-10-11,HDFC Life,133691500,Annual,5,Term Life,34,North,Renewed,2023-10,0,5-10 Years,1
POL0053438,2023-10-11,LIC,141701400,Annual,20,Term Life,44,North,Renewed,2023-10,0,16-20 Years,1
POL0055639,2023-10-11,LIC,258313300,Annual,15,ULIP,46,Central,Renewed,2023-10,0,11-15 Years,1
POL0069145,2023-10-11,Bajaj Allianz,93905300,Quarterly,20,Term Life,31,West,Renewed,2023-10,0,16-20 Years,1
POL0068846,2023-10-11,LIC,143700200,Quarterly,5,Endowment,21,West,Lapsed,2023-10,0,5-10 Years,0
POL0054399,2023-10-11,LIC,102957900,Monthly,10,Term Life,37,North,Renewed,2023-10,0,5-10 Years,1
POL0052022,2023-10-11,Tata AIA,163157900,Monthly,10,ULIP,30,Northeast,Renewed,2023-10,0,5-10 Years,1
POL0071505,2023-10-11,LIC,186387300,Quarterly,25,Money Back,40,Central,Renewed,2023-10,0,21-25 Years,1
POL0072810,2023-10-11,LIC,196478600,Monthly,15,Whole Life,50,South,Renewed,2023-10,0,11-15 Years,1
POL0074923,2023-10-11,Tata AIA,142686800,Monthly,5,ULIP,40,North,Renewed,2023-10,0,5-10 Years,1
POL0050384,2023-10-11,LIC,155059500,Monthly,15,Whole Life,34,West,Renewed,2023-10,0,11-15 Years,1
POL0070563,2023-10-11,ICICI Prudential,156513100,Monthly,5,ULIP,31,North,Renewed,2023-10,0,5-10 Years,1
POL0064412,2023-10-11,LIC,288803600,Quarterly,15,ULIP,66,Northeast,Lapsed,2023-10,0,11-15 Years,0
POL0067559,2023-10-11,Bajaj Allianz,105262400,Monthly,15,Term Life,29,North,Renewed,2023-10,0,11-15 Years,1
POL0067127,2023-10-11,LIC,125247100,Half-yearly,15,Term Life,18,East,Renewed,2023-10,0,11-15 Years,1
POL0056404,2023-10-11,LIC,233385500,Quarterly,10,Endowment,48,Central,Renewed,2023-10,0,5-10 Years,1
POL0066159,2023-10-11,LIC,164647100,Monthly,20,Term Life,72,North,Renewed,2023-10,0,16-20 Years,1
POL0056844,2023-10-11,HDFC Life,266136000,Annual,10,Endowment,53,West,Renewed,2023-10,0,5-10 Years,1
POL0056787,2023-10-11,LIC,258768000,Annual,10,Whole Life,47,North,Lapsed,2023-10,0,5-10 Years,0
POL0050012,2023-10-11,Tata AIA,134876600,Monthly,20,Money Back,39,Central,Renewed,2023-10,0,16-20 Years,1
POL0068510,2023-10-11,Tata AIA,123755700,Quarterly,15,Term Life,42,North,Renewed,2023-10,0,11-15 Years,1
POL0051572,2023-10-11,Bajaj Allianz,233072100,Monthly,15,Whole Life,45,North,Renewed,2023-10,0,11-15 Years,1
POL0074001,2023-10-11,Bajaj Allianz,102722900,Monthly,15,Endowment,32,South,Renewed,2023-10,0,11-15 Years,1
POL0068706,2023-10-11,LIC,168635400,Annual,10,Money Back,26,Northeast,Renewed,2023-10,0,5-10 Years,1
POL0066569,2023-10-11,LIC,203249000,Monthly,15,Money Back,55,East,Lapsed,2023-10,0,11-15 Years,0
POL0070486,2023-10-11,SBI Life,278074700,Monthly,25,ULIP,67,South,Renewed,2023-10,0,21-25 Years,1
POL0055395,2023-10-11,LIC,150447600,Quarterly,20,Term Life,56,North,Renewed,2023-10,0,16-20 Years,1
POL0065226,2023-10-11,LIC,161701100,Annual,15,Term Life,48,South,Renewed,2023-10,0,11-15 Years,1
POL0053596,2023-10-11,Aditya Birla Sun Life,153057700,Annual,15,Term Life,56,South,Renewed,2023-10,0,11-15 Years,1
POL0072331,2023-10-11,LIC,225481300,Annual,15,ULIP,43,North,Renewed,2023-10,0,11-15 Years,1
POL0053130,2023-10-11,LIC,217465400,Quarterly,25,Endowment,41,South,Renewed,2023-10,0,21-25 Years,1
POL0053548,2023-10-11,LIC,132663500,Annual,10,Term Life,37,Northeast,Renewed,2023-10,0,5-10 Years,1
POL0073912,2023-10-11,LIC,206879400,Annual,10,Endowment,39,South,Renewed,2023-10,0,5-10 Years,1
POL0058701,2023-10-11,LIC,173519800,Monthly,20,Endowment,44,Northeast,Renewed,2023-10,0,16-20 Years,1
POL0055211,2023-10-11,LIC,242184600,Monthly,15,ULIP,42,South,Renewed,2023-10,0,11-15 Years,1
POL0069416,2023-10-11,SBI Life,188679000,Half-yearly,20,Term Life,36,South,Lapsed,2023-10,0,16-20 Years,0
POL0051398,2023-10-11,Bajaj Allianz,273211200,Quarterly,20,ULIP,39,East,Renewed,2023-10,0,16-20 Years,1
POL0066318,2023-10-11,SBI Life,153568200,Quarterly,15,Money Back,39,North,Renewed,2023-10,0,11-15 Years,1
POL0051797,2023-10-11,LIC,305669900,Quarterly,25,Whole Life,35,Central,Renewed,2023-10,0,21-25 Years,1
POL0071162,2023-10-11,LIC,142819500,Half-yearly,10,Money Back,39,South,Lapsed,2023-10,0,5-10 Years,0
POL0064225,2023-10-11,LIC,200565800,Quarterly,15,ULIP,40,West,Renewed,2023-10,0,11-15 Years,1
POL0059336,2023-10-11,LIC,390183200,Annual,20,Whole Life,39,North,Renewed,2023-10,1,16-20 Years,1
POL0061569,2023-10-11,Aditya Birla Sun Life,220246600,Monthly,15,Endowment,54,North,Renewed,2023-10,0,11-15 Years,1
POL0064928,2023-10-11,ICICI Prudential,216435800,Half-yearly,20,Money Back,36,Northeast,Renewed,2023-10,0,16-20 Years,1
POL0051277,2023-10-11,Bajaj Allianz,155896700,Quarterly,5,Whole Life,19,South,Lapsed,2023-10,0,5-10 Years,0
POL0058908,2023-10-11,ICICI Prudential,158233600,Quarterly,25,Endowment,44,Central,Renewed,2023-10,0,21-25 Years,1
POL0063594,2023-10-11,Tata AIA,247109200,Monthly,15,ULIP,45,North,Renewed,2023-10,0,11-15 Years,1
POL0067196,2023-10-11,SBI Life,242149900,Annual,15,ULIP,39,South,Renewed,2023-10,0,11-15 Years,1
POL0053460,2023-10-11,SBI Life,95622900,Quarterly,10,Term Life,39,South,Lapsed,2023-10,0,5-10 Years,0
POL0069649,2023-10-11,ICICI Prudential,149461400,Monthly,10,Term Life,46,South,Lapsed,2023-10,0,5-10 Years,0
POL0051325,2023-10-11,LIC,93810800,Quarterly,15,Term Life,25,South,Renewed,2023-10,0,11-15 Years,1
POL0061751,2023-10-11,ICICI Prudential,190181400,Quarterly,15,Endowment,46,Central,Renewed,2023-10,0,11-15 Years,1
POL0063362,2023-10-11,HDFC Life,175804300,Monthly,10,ULIP,55,South,Renewed,2023-10,0,5-10 Years,1
POL0053368,2023-10-11,LIC,143507900,Annual,20,Term Life,36,West,Renewed,2023-10,0,16-20 Years,1
POL0057891,2023-10-11,LIC,227372100,Quarterly,20,Endowment,56,Central,Renewed,2023-10,0,16-20 Years,1
POL0068752,2023-10-11,LIC,122297800,Half-yearly,15,Money Back,42,Central,Renewed,2023-10,0,11-15 Years,1
POL0070088,2023-10-11,ICICI Prudential,152469500,Annual,10,Term Life,44,South,Renewed,2023-10,0,5-10 Years,1
POL0068818,2023-10-11,LIC,224124800,Quarterly,15,Endowment,51,South,Renewed,2023-10,0,11-15 Years,1
POL0054688,2023-10-11,ICICI Prudential,218048700,Monthly,20,Endowment,40,South,Renewed,2023-10,0,16-20 Years,1
POL0060116,2023-10-11,LIC,101074300,Quarterly,5,Money Back,43,Central,Renewed,2023-10,0,5-10 Years,1
POL0067131,2023-10-11,HDFC Life,186375100,Half-yearly,20,Endowment,44,Northeast,Lapsed,2023-10,0,16-20 Years,0
POL0061189,2023-10-11,Aditya Birla Sun Life,100279000,Annual,20,Term Life,49,Central,Renewed,2023-10,0,16-20 Years,1
POL0071007,2023-10-11,LIC,207560000,Annual,10,ULIP,22,East,Lapsed,2023-10,0,5-10 Years,0
POL0062080,2023-10-11,HDFC Life,191662300,Half-yearly,10,Whole Life,47,North,Renewed,2023-10,0,5-10 Years,1
POL0050797,2023-10-11,LIC,253470200,Monthly,20,Whole Life,46,West,Renewed,2023-10,0,16-20 Years,1
POL0068588,2023-10-11,HDFC Life,262233500,Monthly,15,Whole Life,49,Central,Lapsed,2023-10,0,11-15 Years,0
POL0074906,2023-10-11,Bajaj Allianz,163815300,Quarterly,15,Endowment,28,East,Renewed,2023-10,0,11-15 Years,1
POL0062923,2023-10-11,Bajaj Allianz,125607500,Monthly,25,Term Life,30,North,Renewed,2023-10,0,21-25 Years,1
POL0067395,2023-10-12,LIC,322715400,Annual,20,ULIP,31,South,Renewed,2023-10,0,16-20 Years,1
POL0057586,2023-10-12,LIC,224580400,Annual,15,Endowment,54,North,Renewed,2023-10,0,11-15 Years,1
POL0071379,2023-10-12,LIC,176100500,Monthly,10,Whole Life,43,North,Renewed,2023-10,0,5-10 Years,1
POL0067303,2023-10-12,Aditya Birla Sun Life,311755400,Annual,15,Whole Life,49,East,Lapsed,2023-10,0,11-15 Years,0
POL0050524,2023-10-12,Max Life,208100300,Quarterly,5,Whole Life,55,North,Renewed,2023-10,0,5-10 Years,1
POL0071801,2023-10-12,HDFC Life,135938300,Quarterly,25,Term Life,30,Central,Renewed,2023-10,0,21-25 Years,1
POL0067419,2023-10-12,LIC,289018200,Annual,10,Endowment,51,East,Lapsed,2023-10,0,5-10 Years,0
POL0052056,2023-10-12,LIC,150092200,Quarterly,20,Term Life,35,East,Renewed,2023-10,0,16-20 Years,1
POL0060430,2023-10-12,LIC,203725300,Annual,15,ULIP,40,West,Renewed,2023-10,0,11-15 Years,1
POL0074031,2023-10-12,HDFC Life,204227800,Half-yearly,5,Endowment,41,South,Renewed,2023-10,0,5-10 Years,1
POL0052916,2023-10-12,Tata AIA,83856200,Monthly,20,Endowment,18,Central,Renewed,2023-10,0,16-20 Years,1
POL0074382,2023-10-12,SBI Life,136630200,Half-yearly,20,Term Life,40,East,Lapsed,2023-10,0,16-20 Years,0
POL0072618,2023-10-12,LIC,144746200,Monthly,15,Term Life,55,Northeast,Renewed,2023-10,0,11-15 Years,1
POL0056405,2023-10-12,Bajaj Allianz,145787500,Quarterly,15,Endowment,18,South,Renewed,2023-10,0,11-15 Years,1
POL0073546,2023-10-12,LIC,91766200,Annual,15,Term Life,29,North,Renewed,2023-10,0,11-15 Years,1
POL0068821,2023-10-12,HDFC Life,104953600,Quarterly,15,Endowment,37,Central,Lapsed,2023-10,0,11-15 Years,0
POL0050339,2023-10-12,LIC,228477000,Annual,15,ULIP,50,North,Renewed,2023-10,0,11-15 Years,1
POL0070208,2023-10-12,Bajaj Allianz,153422000,Monthly,10,ULIP,43,West,Renewed,2023-10,0,5-10 Years,1
POL0050679,2023-10-12,LIC,148135000,Annual,10,ULIP,60,North,Renewed,2023-10,0,5-10 Years,1
POL0060894,2023-10-12,LIC,197900300,Monthly,10,Money Back,41,West,Renewed,2023-10,0,5-10 Years,1
POL0051156,2023-10-12,LIC,177271800,Annual,10,Whole Life,18,Central,Renewed,2023-10,0,5-10 Years,1
POL0068829,2023-10-12,LIC,167565800,Quarterly,15,Endowment,28,Central,Renewed,2023-10,0,11-15 Years,1
POL0070592,2023-10-12,Bajaj Allianz,114973900,Quarterly,10,Term Life,29,North,Renewed,2023-10,0,5-10 Years,1
POL0060033,2023-10-12,LIC,110907300,Monthly,5,Term Life,47,North,Renewed,2023-10,0,5-10 Years,1
POL0051165,2023-10-12,LIC,101190400,Monthly,20,Term Life,47,South,Renewed,2023-10,0,16-20 Years,1
POL0067681,2023-10-12,LIC,171069100,Monthly,15,Endowment,49,North,Renewed,2023-10,0,11-15 Years,1
POL0061064,2023-10-12,Bajaj Allianz,162841700,Monthly,25,Term Life,35,South,Renewed,2023-10,0,21-25 Years,1
POL0072018,2023-10-12,Aditya Birla Sun Life,271503200,Half-yearly,20,Money Back,58,East,Renewed,2023-10,0,16-20 Years,1
POL0060750,2023-10-12,LIC,217474700,Half-yearly,25,ULIP,19,West,Renewed,2023-10,0,21-25 Years,1
POL0052953,2023-10-12,LIC,240478800,Annual,15,Endowment,33,West,Renewed,2023-10,0,11-15 Years,1
POL0066892,2023-10-12,HDFC Life,204342500,Monthly,25,Whole Life,44,West,Renewed,2023-10,0,21-25 Years,1
POL0072773,2023-10-12,SBI Life,245464600,Quarterly,25,ULIP,35,Northeast,Renewed,2023-10,0,21-25 Years,1
POL0058026,2023-10-12,LIC,203880700,Annual,10,Endowment,32,North,Renewed,2023-10,0,5-10 Years,1
POL0067964,2023-10-12,LIC,156438500,Monthly,10,Whole Life,22,East,Lapsed,2023-10,0,5-10 Years,0
POL0054958,2023-10-12,Max Life,105101700,Monthly,15,Money Back,24,Central,Renewed,2023-10,0,11-15 Years,1
POL0058006,2023-10-12,LIC,215207600,Annual,10,Endowment,40,East,Renewed,2023-10,0,5-10 Years,1
POL0069898,2023-10-12,LIC,134493500,Monthly,15,Money Back,55,North,Renewed,2023-10,0,11-15 Years,1
POL0053634,2023-10-12,LIC,173779700,Quarterly,25,Term Life,72,North,Renewed,2023-10,0,21-25 Years,1
POL0053903,2023-10-12,SBI Life,109198400,Monthly,15,Term Life,31,West,Renewed,2023-10,0,11-15 Years,1
